s0,s1,s2,s3,s4,s5,s6,s7,s8,s9,qc,c,pred,mse,score
n,n,n,n,y,y,n,n,y,y,n,n,c,1.166069286,-0.93268132
n,n,n,y,n,n,y,y,n,y,n,n,s8,1.166107971,0.123187282
n,n,n,n,y,n,n,y,y,n,y,n,c,1.166596087,-0.182359559
n,n,n,y,y,n,n,n,n,n,n,y,s9,1.166997635,-0.085592328
n,n,y,n,n,n,n,n,n,n,n,y,s1,1.167176992,-0.309866058
n,n,n,n,y,n,y,y,y,n,n,y,qc,1.168640642,-0.088638402
n,n,n,n,y,n,y,n,n,n,y,n,s8,1.169371808,0.113836947
n,n,n,n,n,y,y,y,n,n,n,n,c,1.170216221,0.155541185
n,n,n,n,y,n,n,n,n,n,n,n,qc,1.170490104,-0.115335931
n,n,n,n,n,y,y,y,y,n,n,n,c,1.170572485,-0.636359196
n,n,n,n,y,y,y,n,n,n,n,n,s8,1.171308286,-0.221839607
n,n,n,n,n,y,n,y,n,n,y,n,s6,1.17254133,-0.218991459
n,n,n,y,y,n,y,n,n,n,n,y,s8,1.172570877,-0.033476728
n,n,y,y,n,n,n,n,n,n,n,y,s5,1.173485595,-0.121877478
n,n,n,y,y,n,y,y,n,n,n,n,s9,1.173586665,-0.890145091
n,n,n,y,y,n,n,n,y,n,n,n,s6,1.173754607,-0.259272511
n,n,n,y,n,n,n,n,n,y,n,n,s6,1.173765934,-0.229791127
n,n,n,n,y,n,n,n,n,n,y,y,s8,1.174004362,0.110326345
n,n,y,n,y,y,n,n,n,n,n,n,qc,1.174254053,-0.158475258
n,n,n,y,n,n,n,n,n,n,n,y,s6,1.174427005,-0.309480064
n,n,n,n,n,n,n,y,y,y,n,n,s4,1.175494574,-0.165987452
n,y,n,n,y,n,n,n,n,n,n,n,qc,1.175713737,-0.022264462
n,n,n,y,n,n,y,n,n,n,n,n,s8,1.176750445,-0.227516546
n,n,n,y,n,n,n,n,n,y,n,y,s2,1.176952831,-0.661442427
n,y,y,n,n,n,n,n,n,n,n,n,s5,1.176959541,-0.32673619
n,n,n,n,y,n,n,n,y,y,n,n,s5,1.177198397,-0.081646084
n,n,n,n,y,n,y,y,n,n,n,y,qc,1.177733229,-0.163665024
n,n,n,y,n,y,y,n,n,n,n,y,qc,1.178150913,-0.030229156
n,n,y,y,n,n,n,n,n,n,n,n,s1,1.178169238,0.113598329
n,n,n,y,n,n,y,n,n,n,n,y,qc,1.179238995,-0.178296695
n,n,n,y,n,n,n,n,y,y,n,n,s5,1.179376078,-0.179167681
n,n,n,n,y,y,n,y,y,n,n,n,s6,1.179633218,-0.054138798
n,n,n,y,n,n,y,n,y,n,n,n,s4,1.181453763,-0.380931914
n,n,n,n,n,n,n,n,n,y,n,y,s1,1.181597056,-0.234439393
n,n,n,y,n,n,n,y,n,n,y,y,s6,1.182248273,-0.165863579
n,n,n,y,n,n,n,n,n,n,n,y,s4,1.182353382,-0.016275746
n,n,n,n,n,n,y,y,y,n,n,n,s4,1.183247007,-0.148834251
n,n,y,n,n,y,n,n,n,n,n,y,s3,1.184936198,0.071341844
n,n,n,n,n,n,y,n,n,n,n,n,s9,1.185103696,0.052083865
n,n,n,n,y,n,y,y,n,n,n,y,s3,1.185254499,-0.214674339
n,n,y,n,n,y,y,n,n,n,n,n,s3,1.185284894,-0.079139119
n,n,n,n,n,n,y,n,y,n,n,n,qc,1.185644683,-0.18247869
n,n,n,y,n,n,y,n,n,n,n,n,s1,1.186343517,-0.042534885
n,y,n,n,n,n,n,n,n,n,n,y,s8,1.186450654,-0.381156183
n,n,n,n,n,n,y,n,n,y,n,y,s7,1.186555329,-0.099036718
n,n,n,n,n,y,y,y,n,y,n,y,qc,1.186802721,-0.452512569
n,n,n,n,n,y,n,n,n,y,n,n,s2,1.187458633,-0.19001895
n,n,n,n,n,y,y,n,y,y,n,n,c,1.188450248,-0.133417039
n,n,n,n,n,y,n,y,n,n,n,y,s3,1.189238488,-0.082738656
n,n,n,n,n,y,n,n,n,n,n,y,s6,1.19011231,0.026104719
n,n,n,n,y,n,y,y,n,n,y,n,c,1.190125338,-0.326416177
n,n,n,n,y,n,y,n,n,y,y,y,s5,1.192063229,0.123034078
n,n,n,n,n,y,n,n,n,n,n,y,qc,1.192173816,-0.297404787
n,n,n,n,n,n,n,y,y,n,n,n,s6,1.192661069,-0.018316773
n,n,n,y,n,n,y,n,n,y,n,n,c,1.193092808,-0.098404595
n,n,n,y,n,y,y,n,y,n,n,n,c,1.193320384,-0.262435333
n,n,y,n,n,n,n,n,y,n,n,y,qc,1.194110938,-1.084874665
n,n,n,y,n,n,n,y,y,n,y,n,c,1.194119889,-0.771239216
n,n,y,n,n,n,n,n,n,n,n,n,s3,1.194775249,-0.021088336
n,n,n,n,n,n,n,y,y,y,n,y,s4,1.195303941,0.057456183
n,n,n,n,n,n,n,n,n,n,n,y,s2,1.195400295,-0.107698798
n,n,n,n,y,n,n,n,n,n,y,n,s6,1.195870105,-0.026399448
y,n,n,n,n,n,n,n,n,n,n,n,s7,1.196270043,0.17455119
n,n,n,n,y,n,n,y,y,y,n,y,s6,1.196290761,-0.698103889
n,n,n,n,n,n,y,n,y,y,n,n,qc,1.196993533,-0.312905342
n,n,n,n,n,n,n,n,n,n,y,y,s7,1.197734431,-0.06616823
n,n,n,y,y,n,n,n,n,n,n,y,s2,1.198011592,-0.139495697
n,n,n,n,n,y,n,n,n,n,n,y,s3,1.198093888,-0.238440045
n,n,n,n,n,n,y,n,n,n,n,y,s7,1.198521041,0.014213567
n,n,n,n,n,n,n,y,y,y,y,n,s6,1.198591267,-0.073028608
n,n,y,n,n,n,n,y,n,n,y,n,c,1.198633583,-0.26052512
n,n,n,n,n,n,n,n,y,n,n,y,qc,1.198836045,-0.265490331
n,n,n,n,n,n,y,n,n,n,y,n,s0,1.1988516,-0.128512046
n,n,y,n,n,n,n,n,n,y,n,n,s4,1.199034978,-0.008039265
n,n,n,n,y,y,n,n,n,n,n,y,s2,1.199340651,-0.075620481
n,y,n,n,n,n,n,n,n,n,n,n,s4,1.199671266,-0.381616951
n,n,n,y,y,n,n,y,n,y,n,n,s6,1.200057792,-0.074341502
n,n,n,y,n,n,n,n,n,y,y,y,s7,1.200288291,-0.504939024
n,y,n,y,n,n,n,n,n,n,n,n,s7,1.20119657,0.162722829
n,n,n,n,y,y,n,n,n,y,n,n,qc,1.201362677,-0.437614322
n,n,y,y,n,n,n,n,n,n,n,y,qc,1.201374559,-0.180884534
n,n,n,n,n,y,y,n,n,n,n,n,s1,1.201434381,-0.08576675
n,n,n,n,n,n,n,y,y,y,n,n,qc,1.203343889,-0.379680538
n,n,y,n,n,y,n,y,n,n,n,n,qc,1.204758993,-0.156614177
n,n,n,n,n,n,y,n,n,n,n,y,qc,1.204937297,-0.467773902
n,n,n,y,y,y,n,n,n,n,n,y,s8,1.205053309,-0.400702183
n,n,n,n,n,y,y,y,n,n,y,n,c,1.205449242,0.016558606
n,n,n,n,n,y,y,y,y,y,n,n,qc,1.205673754,-0.035389066
n,n,y,n,n,n,n,n,n,n,n,n,c,1.205842695,-0.111105434
n,n,y,n,n,n,n,y,n,n,n,n,s3,1.206323924,-0.030958156
n,n,y,n,n,n,n,n,n,n,n,y,s8,1.207107024,-0.822371888
n,n,n,n,n,y,y,y,n,n,y,n,s3,1.207550062,-0.089051609
n,n,n,n,y,n,n,n,n,n,n,n,s6,1.207971367,0.039702974
n,n,n,n,y,n,n,y,n,n,y,n,s5,1.208122563,-0.039640568
n,n,y,n,y,n,n,n,n,n,n,n,s6,1.209271871,-0.393592077
n,n,n,y,n,y,n,n,n,n,n,n,s8,1.209478702,-0.0575652
n,n,n,n,n,n,n,y,y,y,y,n,c,1.211072581,-0.219583765
n,n,n,y,y,y,n,n,n,y,n,n,qc,1.211498347,0.00913142
n,n,y,n,y,y,n,n,n,n,n,n,s8,1.212434387,-0.41780981
n,n,n,n,n,y,n,n,y,n,n,n,s3,1.212546758,-0.162955439
n,n,n,n,y,n,n,n,y,n,n,y,s2,1.212600684,-0.160458969
n,n,n,n,y,n,y,n,y,y,n,n,qc,1.213352989,-0.158161259
n,n,y,n,y,n,n,y,n,n,n,n,qc,1.213589676,-0.031466343
n,n,n,y,y,y,n,n,n,n,n,n,s9,1.213657253,-0.061606752
n,n,n,y,n,n,n,n,y,n,y,n,s6,1.21389528,0.173805084
n,n,n,n,n,n,y,n,n,n,n,n,s3,1.215261065,-0.371730682
n,n,n,n,n,n,n,y,y,n,n,n,c,1.215791981,-0.433203695
n,n,n,n,y,y,n,n,y,n,n,n,c,1.216396388,0.089276279
n,n,n,n,y,y,n,n,n,y,n,y,qc,1.216735945,-0.302084489
n,n,y,y,n,y,n,n,n,n,n,n,s8,1.217055895,-0.152873235
n,n,n,n,n,n,n,y,n,n,n,y,s4,1.2175151,-0.255339236
n,n,n,y,n,n,y,y,n,n,n,n,c,1.217911945,-0.048563299
n,n,n,y,n,n,y,y,n,n,n,y,qc,1.218006404,-0.201183508
n,n,n,y,n,n,y,y,n,y,n,n,s4,1.218594975,-0.141319546
n,n,n,y,y,n,n,n,n,y,n,n,s2,1.218874929,-0.534076137
n,y,n,n,n,n,n,n,y,n,n,n,s2,1.21894155,-0.336203859
n,n,n,n,n,n,y,n,y,y,n,n,s7,1.219337576,0.158634159
n,n,n,n,y,n,y,y,n,n,y,y,s9,1.220042842,-0.206816667
n,n,n,n,n,n,n,n,n,y,n,y,s7,1.220134473,-1.560111052
n,n,n,y,y,y,n,y,n,n,n,n,qc,1.220496947,-0.690975215
n,n,n,n,y,y,y,n,y,y,n,n,qc,1.221348778,-0.302408537
n,n,n,n,n,n,n,y,y,n,n,y,s2,1.223790171,-0.284994244
n,n,n,n,y,n,y,n,y,n,n,y,s7,1.224510942,-0.311410402
n,n,y,n,n,y,n,n,n,n,y,n,c,1.224840663,-0.356568444
n,n,n,n,n,n,n,n,n,y,n,n,s4,1.224851644,-0.144330031
n,n,n,y,y,n,n,n,n,n,y,n,s6,1.225598854,-0.284098092
n,n,n,n,y,n,y,n,n,n,n,n,s7,1.225680184,-0.150827503
n,n,y,n,n,n,n,y,y,n,n,n,c,1.225960463,-0.089028404
n,n,n,y,y,y,n,n,n,n,n,n,qc,1.226525365,-0.265274786
n,y,n,n,n,n,n,n,n,n,n,y,s2,1.226634886,-0.186035482
n,n,n,y,y,n,n,n,y,n,n,n,qc,1.226982193,-0.514161515
n,n,n,y,y,n,n,n,n,n,n,n,s8,1.227326141,-0.166891914
n,n,y,n,n,y,n,n,n,n,n,n,s9,1.227741861,-0.23501582
n,n,n,n,n,n,y,n,n,n,y,n,c,1.228416456,-0.194861298
n,n,y,n,n,n,y,n,n,n,n,y,s4,1.228910336,-0.184000714
n,n,n,n,y,n,n,n,n,n,n,y,s0,1.230180876,-0.301482572
n,n,n,y,n,y,n,y,n,n,n,n,s9,1.230265624,-0.308525404
n,n,n,n,y,y,n,y,n,n,n,y,s9,1.23055846,-0.058450684
n,n,n,y,y,y,n,y,n,n,n,n,c,1.230578867,-0.180749271
n,n,n,y,y,y,y,n,n,n,n,n,s7,1.230753394,-0.01229762
n,n,n,n,n,n,n,n,n,n,n,y,s4,1.231378861,-0.022885099
n,n,y,n,n,n,y,n,n,y,n,n,s4,1.231553777,-0.15288244
n,n,n,n,y,n,y,n,n,y,n,n,c,1.23206309,-0.099044072
n,n,n,n,y,y,n,n,y,n,n,y,s7,1.23230047,-0.119966955
n,n,n,n,n,n,n,n,n,n,y,n,s5,1.23280745,-0.081748226
n,n,n,n,y,n,n,n,n,y,n,n,c,1.233829166,-0.261330569
n,n,n,y,n,n,y,y,n,n,y,n,c,1.235315834,-0.116713254
n,n,n,n,n,n,n,y,n,n,n,n,s0,1.235455039,-0.090104953
n,n,n,n,n,y,n,n,n,n,y,y,s7,1.238050368,0.002645055
n,n,n,y,n,n,n,n,n,n,y,y,s2,1.238391528,-0.015166667
n,n,y,n,y,n,n,n,n,n,n,n,s9,1.238428007,-0.3548415
n,n,n,y,n,n,y,n,y,n,n,n,qc,1.239275803,-0.147212564
n,n,n,n,n,n,n,y,y,n,n,n,s1,1.239599535,-0.164325672
n,n,n,y,n,n,n,y,y,y,n,n,qc,1.239975772,-0.181583252
n,n,y,n,n,y,n,n,n,n,n,n,s7,1.240087098,-0.108668059
n,n,y,y,y,n,n,n,n,n,n,n,qc,1.240779179,-0.394601288
n,n,n,y,n,n,y,y,n,n,n,n,qc,1.24100592,-0.294638142
n,n,n,n,n,y,n,n,n,n,y,n,s7,1.24312691,-0.28937562
n,n,n,n,y,n,n,n,n,y,n,n,qc,1.244958919,-0.595243928
n,n,n,n,n,y,n,y,n,y,y,n,c,1.245247342,-0.127850493
n,n,n,n,y,n,n,y,n,n,y,n,s2,1.245279716,-0.211584679
n,n,n,y,y,n,n,y,n,n,n,n,qc,1.245448324,-0.060079636
n,n,n,y,n,n,y,y,n,n,n,n,s8,1.24602592,-0.010637404
n,n,n,y,n,y,y,n,n,n,n,n,s7,1.246086645,-0.024909256
n,n,n,y,y,y,y,n,n,n,n,n,s9,1.246304447,-0.116492296
n,n,n,n,y,n,y,y,y,n,n,n,qc,1.248045565,-0.100244068
n,n,y,y,n,n,n,y,n,n,n,n,qc,1.248074779,-0.089858493
n,y,y,n,n,n,n,n,n,n,n,n,qc,1.248774976,-0.016706631
n,y,n,n,y,n,n,n,n,n,n,n,s6,1.249340329,-0.024065874
n,n,n,n,n,y,y,n,y,y,y,n,c,1.249793679,-0.106268462
n,n,n,n,n,n,n,y,n,n,n,y,s8,1.250449884,-0.196233943
n,n,y,n,n,y,y,n,n,n,n,n,s9,1.250689438,-0.200127111
n,n,n,n,n,n,n,n,n,y,n,y,s4,1.251329741,-0.337120908
n,n,n,n,n,n,y,y,n,n,n,y,qc,1.252503403,-0.64676274
n,n,n,n,n,y,y,n,n,y,n,y,s3,1.252726048,-0.005384411
n,n,n,y,n,n,n,y,n,n,n,y,qc,1.253259497,-0.417769363
n,n,n,n,n,n,y,n,n,n,y,n,s3,1.253613757,-0.055664083
n,n,n,n,n,y,y,y,n,n,y,y,s4,1.254162356,-0.142761628
n,n,y,n,n,n,n,y,y,n,n,n,qc,1.254596336,-0.193235109
n,n,n,y,y,n,n,n,n,y,n,y,qc,1.254622458,-0.634945298
n,y,y,n,n,n,n,n,n,n,n,n,c,1.25530458,-0.378809597
n,n,n,n,n,n,n,y,y,y,n,y,qc,1.25541712,-0.469615083
n,n,n,n,n,n,y,y,n,n,n,n,c,1.25583376,-0.160187644
n,n,n,y,n,n,y,n,y,n,y,n,c,1.256083282,0.092961165
n,n,n,n,n,y,n,n,n,n,n,y,s2,1.256403102,-0.348790358
n,y,n,n,n,y,n,n,n,n,n,n,s9,1.257168396,-0.090824344
n,n,n,n,n,y,y,y,n,n,n,n,qc,1.257598523,-0.111107314
n,n,n,n,y,n,n,y,n,n,n,n,s9,1.257875271,-0.144127783
n,n,y,y,n,n,n,n,y,n,n,n,qc,1.257897868,-0.590947966
n,n,n,n,n,n,n,n,y,y,n,y,s4,1.258641689,-0.382642598
n,n,n,y,n,y,n,y,y,n,n,n,qc,1.259063643,-0.147394071
n,n,y,y,n,n,y,n,n,n,n,n,c,1.259722854,-0.088972839
n,n,n,n,n,n,y,y,n,n,n,y,s4,1.260317613,-0.209304071
n,n,n,n,y,y,n,n,n,n,n,n,qc,1.262034209,0.033773928
n,n,y,n,n,n,y,n,n,y,n,n,c,1.262075786,-0.111583343
n,n,n,n,y,n,n,y,n,n,y,n,c,1.262084685,-0.406616169
n,n,y,n,n,n,n,n,y,n,y,n,s5,1.263177785,-0.625649228
n,n,n,n,n,y,y,n,n,n,y,n,s8,1.264448802,0.003692423
n,n,n,y,y,n,n,n,n,n,n,y,s6,1.264480049,-0.387875612
n,n,n,n,y,y,y,n,n,y,n,n,c,1.264721138,0.068844166
n,n,n,n,n,y,n,n,n,n,n,y,s9,1.265612655,-0.01231197
n,n,n,n,n,y,n,y,y,y,y,y,s6,1.265677202,0.110257143
n,n,y,n,n,n,n,n,y,n,n,y,s6,1.266245206,-0.056697862
n,n,y,n,n,n,n,y,n,n,n,y,s3,1.270102138,-0.205274863
n,n,y,n,y,n,n,n,n,n,n,y,s3,1.270115281,-0.251612723
n,n,n,y,n,y,n,n,y,y,n,n,qc,1.271435967,-0.362696317
n,n,y,n,n,y,n,n,y,n,n,n,s3,1.272706719,-0.108138543
n,n,y,n,n,n,n,n,n,n,y,y,s9,1.27326565,-0.3777165
n,n,n,n,y,n,n,n,n,n,y,n,c,1.273331457,-0.468445693
n,n,n,n,n,y,y,y,n,y,y,n,c,1.275115813,-0.751957736
n,n,n,n,n,y,n,n,n,y,y,n,s3,1.275239495,-0.042686193
n,n,n,y,n,y,y,n,n,y,n,n,s7,1.275322973,-0.088128845
n,n,n,n,n,y,y,n,n,n,n,n,s3,1.276370197,-0.029539545
n,n,n,n,y,y,n,y,y,n,y,n,c,1.27703654,-0.10393973
y,n,n,n,n,n,n,n,n,n,n,n,s5,1.277808733,-0.083355806
n,n,n,y,y,n,n,n,n,n,y,y,s9,1.27780982,0.056748203
n,n,n,y,n,n,y,n,y,y,n,n,s4,1.277882398,-0.004291461
n,n,n,y,n,y,n,n,n,n,n,n,s2,1.278216994,-0.676501502
n,n,n,y,n,n,n,y,n,y,n,n,s6,1.28072524,-0.418360625
n,n,y,y,n,n,n,n,n,n,n,y,s7,1.281352151,-0.212790816
n,n,n,y,n,y,n,n,n,y,n,n,c,1.282448327,-0.299777236
n,n,n,n,y,n,n,y,y,n,n,n,c,1.282955385,-0.166728177
n,n,n,n,n,n,y,n,n,n,n,y,s8,1.283092822,-0.078031471
n,n,n,n,n,y,y,n,y,y,n,n,qc,1.283284521,-0.13116803
n,n,n,n,n,y,n,n,y,y,n,n,s2,1.283925773,-0.102796171
n,n,n,n,n,n,y,n,y,y,y,n,c,1.284937878,-0.135484652
n,n,n,n,n,n,n,y,n,y,y,n,s5,1.285326489,-0.640482858
n,n,n,n,n,n,y,y,y,n,y,n,s3,1.285837581,-0.070866254
n,n,n,n,n,n,y,n,n,n,n,n,c,1.285881937,-0.180504994
n,n,n,y,n,y,n,n,n,n,n,y,s2,1.286352924,-0.209366632
n,n,y,n,y,n,n,n,n,y,n,n,c,1.286487997,-0.298914984
n,n,n,y,n,y,n,n,n,n,n,y,s8,1.286865544,-0.35888681
n,n,n,n,y,n,n,n,n,n,n,n,s7,1.289653193,0.039182204
n,n,n,y,n,y,n,y,n,n,n,n,c,1.290605202,-0.184841192
n,n,n,n,y,y,y,n,n,n,n,n,qc,1.292620093,-0.53937807
n,n,n,n,n,n,n,n,y,n,y,y,s2,1.292860006,-0.032642196
n,n,n,y,n,n,n,n,y,n,n,y,qc,1.293207751,-0.461162402
n,n,n,n,n,y,n,n,n,y,n,y,s4,1.293297091,-0.835667434
n,n,n,n,n,n,y,y,n,y,n,y,s4,1.293480134,-0.454906455
n,n,n,y,y,y,n,n,y,n,n,n,qc,1.293918361,-0.355975297
n,n,y,n,n,y,y,n,n,n,n,n,s8,1.296040933,-0.264895735
n,n,y,n,n,n,y,y,n,n,n,n,qc,1.296301513,-0.134131981
n,n,y,n,n,n,n,y,n,n,n,n,s8,1.296587037,0.130017759
n,n,y,n,y,n,y,n,n,n,n,n,qc,1.296756714,-0.413221178
n,n,n,y,n,n,n,y,n,n,y,n,c,1.298877896,-0.328148698
n,n,n,n,n,n,y,n,n,y,y,n,s3,1.299477555,-0.089175339
n,n,n,n,y,n,n,n,n,y,y,y,s7,1.299619308,0.072100694
n,n,n,n,n,y,n,y,y,y,y,n,c,1.299767788,0.065702347
n,n,n,y,y,n,n,n,n,n,y,n,s7,1.302685351,-0.13382204
n,n,n,n,y,n,n,n,y,n,n,y,s7,1.302707272,-0.158356603
n,n,n,n,n,n,y,n,n,y,y,n,c,1.305660204,-0.438581404
n,n,n,y,n,n,n,y,y,y,n,n,s4,1.305924795,-0.237907177
n,n,n,n,y,n,n,n,y,n,y,n,c,1.306610168,-0.721750542
n,n,y,n,n,n,y,n,n,n,n,n,s4,1.306805525,-0.147904809
n,n,n,n,n,n,y,y,y,y,n,y,qc,1.307127535,-0.695698843
n,n,n,n,n,y,y,n,n,n,y,n,s9,1.307209085,0.065836511
n,n,n,n,n,y,y,n,n,n,n,y,s4,1.307426252,-0.191294369
n,n,n,y,n,y,n,y,n,n,n,y,s8,1.308741397,-1.007171561
n,n,y,n,y,n,n,n,y,n,n,n,qc,1.309563176,-0.382781439
n,n,n,y,y,n,n,y,n,n,n,y,s9,1.311565086,-0.410159501
n,n,y,n,n,y,y,n,n,n,n,n,s7,1.312413712,-0.104875566
n,n,n,n,y,n,n,n,y,y,y,n,c,1.313165719,-1.312683108
n,n,n,n,n,n,n,n,y,n,n,y,s4,1.313395036,-0.338784207
n,n,n,y,n,n,n,n,y,y,n,y,qc,1.315430159,-0.394345566
n,n,n,y,n,y,n,n,n,n,n,y,s9,1.315682361,-0.748827837
n,n,n,n,n,y,y,y,y,n,n,n,qc,1.316728933,-0.234295201
n,y,n,n,y,n,n,n,n,n,n,n,s9,1.318509661,-0.200198802
n,n,n,y,n,y,n,n,n,y,n,y,qc,1.31867747,-0.14345832
n,n,n,n,y,n,n,n,y,n,y,y,s6,1.319890276,-0.03864191
n,y,n,n,n,n,n,n,y,n,n,n,s7,1.32150115,-0.25657557
n,n,n,y,n,n,n,y,n,y,n,y,s6,1.322257043,-0.241721482
n,n,n,y,n,n,n,n,n,n,n,y,s7,1.322751565,-0.046121477
n,n,n,n,n,n,n,n,n,y,y,n,c,1.322756932,-0.399368611
n,n,y,y,n,y,n,n,n,n,n,n,qc,1.323608459,-0.127264404
n,n,n,n,y,n,n,y,n,y,y,n,c,1.323709952,-0.303362771
n,n,y,n,n,n,y,n,y,n,n,n,qc,1.32371378,-0.572433416
n,n,n,n,n,n,y,n,y,y,n,n,s4,1.323755969,-0.206173602
n,y,n,n,n,n,n,y,n,n,n,n,c,1.324053031,-0.358795385
n,n,n,n,n,y,y,y,n,y,n,y,s4,1.324894016,-0.223812672
n,y,n,n,n,n,n,n,n,n,y,n,s8,1.325256272,0.003521472
n,n,y,n,y,y,n,n,n,n,n,n,s6,1.325886415,0.094241535
n,n,n,y,y,n,n,y,n,n,y,n,c,1.326533536,-0.010814593
n,n,n,y,y,n,y,n,y,n,n,n,c,1.327224416,-0.198013803
n,n,n,n,y,n,y,y,n,n,n,n,s8,1.328308655,-0.25825897
n,y,n,n,n,n,n,n,n,n,n,y,s9,1.328333557,-0.283974035
n,n,n,y,n,n,n,n,y,n,n,y,s5,1.328478765,-0.22569577
n,n,y,n,n,n,n,n,n,n,n,n,qc,1.328583464,-0.15665984
n,n,n,n,n,n,n,n,y,n,y,y,s7,1.33005387,0.026714858
n,n,n,n,n,n,n,n,y,y,y,n,s7,1.330147271,-0.452920748
n,n,n,n,n,y,y,n,n,n,y,y,s7,1.33091692,0.019101827
n,n,n,y,n,n,n,y,n,n,n,n,s2,1.331113152,-0.382154821
n,n,n,n,n,n,y,n,y,n,n,n,s3,1.33276147,-0.610728592
n,n,n,n,n,y,y,n,n,n,n,y,s9,1.334810312,0.000373523
n,n,n,n,y,n,y,y,n,n,n,y,s8,1.334864183,-0.160637266
n,n,n,n,y,n,n,y,y,n,y,n,s6,1.335253234,0.12818583
n,n,n,n,n,n,n,n,n,n,y,n,s3,1.337584859,-0.153435957
n,n,n,n,y,y,n,n,n,n,n,y,s9,1.339116875,-0.319103583
n,y,n,y,n,n,n,n,n,n,n,n,qc,1.341311879,-0.146622804
n,y,n,n,n,n,y,n,n,n,n,n,c,1.341312324,-0.153869994
n,n,n,n,n,n,y,n,y,n,n,n,c,1.341482854,-0.168924023
y,n,n,n,n,n,n,n,n,n,n,n,s3,1.342481746,0.006954304
n,n,n,n,n,y,n,n,y,n,y,n,s4,1.342612943,-0.269485156
n,n,n,n,n,y,n,n,n,y,n,y,s2,1.342663396,-0.340526886
n,n,y,n,y,n,n,n,n,n,n,n,s5,1.34288137,-0.084921253
n,n,n,y,n,y,n,y,n,y,n,n,s6,1.342966426,-0.05623786
n,n,y,n,n,n,n,n,n,y,n,n,s1,1.345336595,-0.227428953
n,n,n,n,y,n,y,y,y,y,n,n,c,1.345350748,-0.383324385
n,n,n,n,y,n,n,y,n,n,n,y,s2,1.347116316,-0.229389127
n,n,n,n,n,n,y,y,n,n,n,y,s9,1.347511557,-0.823813262
n,n,y,n,n,n,y,n,n,n,n,y,s7,1.34932022,-0.10981912
n,n,y,y,n,n,n,n,n,n,n,y,s9,1.349706629,-0.202770091
n,n,n,n,n,n,n,n,y,n,n,y,s5,1.350380668,-0.11110051
n,n,n,y,y,n,y,n,y,n,n,n,qc,1.351169208,-1.053551119
n,n,n,n,n,n,n,y,y,n,y,y,s4,1.352103449,-0.305366758
n,n,y,n,n,n,n,n,n,y,n,n,qc,1.353241211,-0.169006405
n,n,n,n,n,n,n,y,n,n,n,y,s9,1.353281721,-0.39924509
n,n,y,y,n,y,n,n,n,n,n,n,c,1.353431801,-0.29511853
n,n,n,y,n,n,n,n,n,y,n,n,s4,1.353619434,-0.200238333
n,n,n,n,y,y,y,n,n,y,y,n,c,1.354075311,-0.706005364
n,n,n,y,y,n,n,n,n,y,n,n,qc,1.355254651,-0.045564875
n,n,y,n,n,n,n,n,n,n,n,y,s7,1.355378322,-0.058691285
n,n,y,n,n,n,n,n,y,n,n,n,c,1.355711325,-0.741102625
n,n,n,n,y,n,n,n,y,n,y,n,s5,1.355870344,-0.113791557
n,n,n,n,n,n,y,y,n,n,n,y,s3,1.357135231,-0.565093015
n,n,n,n,n,n,n,n,y,n,y,n,c,1.357257375,-0.321392617
n,n,n,n,y,n,y,y,n,y,n,y,qc,1.358228528,-0.493909487
n,n,n,n,y,n,n,y,y,n,n,n,qc,1.358305844,-0.41720282
n,n,n,y,n,n,y,n,n,n,y,n,c,1.359019557,-0.196967345
n,y,n,n,n,n,n,n,n,n,n,n,s8,1.359125855,-0.141913056
n,y,n,n,y,n,n,n,n,n,n,n,c,1.359265064,-0.491841622
n,n,n,n,n,n,y,n,n,y,n,y,qc,1.361000851,-0.217150807
n,n,y,n,n,n,n,n,y,y,n,n,qc,1.362826575,-0.126072937
n,n,n,n,n,n,n,n,y,y,n,n,c,1.365016561,-0.149822131
n,n,n,n,n,y,n,n,y,n,y,n,c,1.365141136,-0.294951352
n,n,n,n,n,n,y,n,y,n,n,y,s7,1.365849707,-0.438431066
n,n,n,n,n,y,y,n,n,y,n,n,s4,1.366968169,-0.233002403
n,n,n,y,n,y,n,y,n,n,n,n,qc,1.368318816,0.008336324
n,n,n,n,n,y,n,n,n,n,y,n,c,1.369348302,-0.081647039
n,n,n,n,n,n,n,n,n,n,n,y,s7,1.370995287,-0.26987265
n,n,n,n,n,y,n,n,n,n,n,n,qc,1.371473149,-0.042538434
n,n,n,y,y,n,n,n,y,n,y,n,c,1.371712243,-0.581901494
n,n,n,n,y,n,n,y,y,y,n,n,c,1.372762796,-0.418718749
n,n,n,n,n,y,y,n,n,y,n,y,s4,1.374328765,-0.218601052
n,n,n,y,n,y,n,y,n,n,n,n,s2,1.37461256,-0.279472109
n,n,n,y,y,n,y,n,n,n,y,n,c,1.37567994,-0.153545454
n,n,y,n,n,n,y,n,n,n,n,n,s8,1.376638324,-0.06837006
n,n,n,y,n,n,n,n,y,y,n,y,s4,1.37756029,-0.257636043
n,n,y,n,y,n,n,n,n,n,n,y,s9,1.379960437,-0.604310247
n,n,n,n,y,n,n,n,n,n,n,y,s2,1.381428447,-0.501115716
n,n,n,n,n,y,y,n,n,y,n,y,qc,1.385221985,-0.365518684
n,n,n,n,n,y,y,n,y,n,n,n,qc,1.385265821,-0.267746506
